"gene","Delta_2RF","euclidean_dist","mean_SASA","Length","Total_Mutations_n","Essential","gene_ctrl","mean_SASA_ctrl","Length_ctrl","Total_Mutations_n_ctrl","Essential_ctrl"
"Q99685",0.386,2.85367333296301,47.1742929761716,303,5,"No","Q8NEX5",94.0718532808989,89,2,"No"
"Q9UKX2",0.386,4.16234045094509,80.3922569935981,1941,14,"No","Q05D60",109.497576112583,604,2,"No"
"P16083",0.385,2.60365524607033,50.7882542562771,231,4,"No","Q9Y5V0",93.8857388802632,76,0,"No"
"Q9H4Y5",0.385,2.6456719459686,50.4364568639095,243,2,"No","Q7L7L0",94.6150925769231,130,0,"No"
"Q6UVJ0",0.385,0.595669910915453,100.938344907397,657,11,"Yes","Q96EA4",110.1769084,605,7,"Yes"
"Q14689",0.385,4.08369279796299,57.0451766800955,1571,10,"No","A6NK89",103.602664048067,507,2,"No"
"Q13133",0.384,1.42428154823493,74.6081130124832,447,3,"No","Q9H467",97.308238337108,287,1,"No"
"Q8N806",0.384,1.09159115016605,81.3998758517459,425,3,"No","Q14512",97.1218037733333,234,7,"No"
"P04141",0.384,1.24144765353072,74.3755031234722,144,5,"No","Q9BTM1",94.911850896124,129,0,"No"
"Q1L5Z9",0.384,2.25276686223139,67.375745340618,754,5,"No","O76009",101.370459086634,404,1,"No"
"P02745",0.383,0.618695203403393,86.5623342586857,245,5,"No","P41271",95.7840127790055,181,0,"No"
"P28347",0.383,1.35600414622589,76.7620239713615,426,3,"No","Q9H609",96.0666200825882,170,1,"No"
"Q6PCE3",0.383,3.33216578970621,44.3950765543119,622,5,"No","Q8N7F7",96.2506600459195,174,1,"No"
"Q7L1T6",0.383,2.29214983407156,61.5131125823493,521,3,"No","Q8IVU9",97.0787336778846,208,0,"No"
"Q9NYA1",0.383,2.87557926006717,48.6427277763437,384,2,"No","Q9HCU8",95.2146970428972,107,0,"No"
"P27352",0.383,2.61402443608321,54.5117826741391,417,10,"No","Q9Y5J9",94.8854569108434,83,0,"No"
"O14874",0.382,2.22394373208026,61.2892633345388,412,5,"No","Q8IUB3",94.9932669506849,73,1,"No"
"P40394",0.382,3.1109935815917,45.8591814109326,386,6,"No","O75947",96.9271291180124,161,0,"No"
"P68104",0.382,2.32441387044483,45.6408621817143,462,0,"Yes","P62875",80.036345951194,67,0,"Yes"
"Q9NQH7",0.382,2.82852140947253,52.1604810829823,507,2,"No","Q96MW1",97.8459200134821,224,1,"No"
"Q13564",0.381,2.29027115013392,48.4013227076966,534,4,"Yes","O75575",82.2382774187162,148,0,"Yes"
"O94813",0.381,3.89088402581052,60.5423696453355,1529,11,"No","Q0VFZ6",106.559117482754,552,2,"No"
"P00505",0.381,2.80722423370961,52.423602277907,430,11,"No","Q496H8",97.7573695006061,165,5,"No"
"P04406",0.381,2.1874335876847,45.6299621508836,335,0,"Yes","P61024",80.405806348481,79,0,"Yes"
"Q3SXY8",0.381,0.531783640614462,95.0176807052944,428,12,"No","Q02833",101.756639295174,373,5,"No"
"P09917",0.381,3.61233678696438,41.6680527024065,674,3,"No","Q9NS28",98.8052838545957,235,1,"No"
"P00568",0.38,2.6978117192632,51.9975663811856,194,8,"No","Q9C002",96.6902227433735,83,0,"No"
"P41002",0.38,1.85948698801104,77.3388043955751,786,17,"No","Q7Z3Y8",103.704781972985,459,8,"No"
"Q9H0W8",0.379,1.13757652052166,83.3035535908654,520,5,"No","Q8N443",101.112043459103,379,2,"No"
"Q9H6P5",0.379,2.52482640509182,56.8475186667857,420,3,"No","Q8WVH0",97.4381870165823,158,0,"No"
"P17931",0.378,1.09423615030721,79.736956228384,250,3,"No","Q5VUE5",97.3282248594483,145,0,"No"
"P30279",0.378,2.1866254873838,62.7036364946228,289,11,"No","A6NNX1",97.5000535,92,1,"No"
"O95248",0.378,4.42106944704011,67.1884481736199,1868,14,"No","Q494V2",111.6158572982,611,5,"No"
"P14735",0.377,3.71609903221586,45.8962504679863,1019,1,"No","O60239",102.494250680659,455,1,"No"
"P17812",0.377,2.43280967250413,47.4743154159594,591,1,"Yes","P61956",81.0642408957895,95,0,"Yes"
"Q92538",0.377,4.31006316860481,70.5829429597483,1859,8,"Yes","Q8N8D1",102.71675138866,485,1,"Yes"
"Q96MR6",0.377,2.7967793716589,76.2621589903488,1250,16,"No","Q7Z3Y7",104.620086586207,464,8,"No"
"Q16531",0.377,3.57514134248067,45.3305777108211,1140,7,"Yes","O75937",88.2424663916206,253,0,"Yes"
"P26045",0.376,2.28030548582282,72.9252157290252,913,3,"No","Q15323",103.297916177885,416,4,"No"
"Q86UX7",0.376,2.69035650970949,58.3979627753613,667,8,"No","A6NFT4",100.143185031623,308,2,"No"
"Q9H254",0.376,5.94532726615586,76.2063149053892,2564,21,"No","A0MZ66",114.818602722662,631,2,"No"
"Q6GMV3",0.376,1.59709945468548,70.9536036184286,140,5,"No","Q30KP9",97.4954220636364,77,1,"No"
"P53779",0.375,2.04331855388155,66.2531955246509,464,1,"No","Q9BQ15",98.4944899980569,211,0,"No"
"Q13237",0.375,2.61427346425461,61.9899054161759,762,2,"No","Q96G28",101.272901158538,342,2,"No"
"Q8N6M0",0.375,1.22491622146769,78.796236417099,293,6,"No","A6NJV1",98.7209530547264,201,2,"No"
"Q8NEH6",0.375,0.232537798829837,101.768404537212,495,8,"No","Q8NFZ5",104.016030960932,429,7,"No"
"Q93097",0.375,1.64382418160474,72.6724952664706,391,3,"No","Q14197",98.9134687650485,206,2,"No"
"Q9Y233",0.375,2.7427616125838,60.9770443768036,779,11,"No","Q8N954",99.9460445485825,285,0,"No"
"Q8NEM2",0.374,2.22941013023887,68.1762583103423,672,5,"No","Q96M95",101.693554235759,316,3,"No"
"O00743",0.374,3.24970349236434,43.7805794628066,305,0,"No","Q9NRX3",97.495153637931,87,0,"No"
"Q01432",0.374,3.1931550778551,52.4992426417053,767,5,"No","Q9H079",101.506238527961,304,1,"No"
"Q9BXJ0",0.373,1.05470343452261,81.7017840802881,243,7,"No","P0DKL9",98.5056959638158,152,2,"No"
"Q70CQ2",0.373,4.08979730123902,53.1031581043014,1400,2,"No","O76015",105.536693710526,456,5,"No"
"P11055",0.372,5.01262428200006,77.3275315059887,1940,63,"No","Q14CN4",108.477218972603,511,10,"No"
"P40313",0.372,2.89550058491936,50.0228464836364,264,8,"No","Q30KQ9",97.4745493089552,67,0,"No"
"Q7L0Y3",0.372,1.01520910429904,85.1375616696278,403,7,"No","Q13103",99.6049679432701,211,6,"No"
"O43766",0.371,2.33560029742006,60.9568833802151,372,4,"No","Q9HBJ0",99.4652660464151,212,1,"No"
"P22303",0.371,3.34468867254314,47.582595699798,614,5,"No","Q8N7M0",99.9760122347486,179,3,"No"
"O15020",0.371,7.06992719784722,69.3717328222829,2390,102,"No","Q68D86",110.565535237817,513,12,"No"
"O15355",0.37,1.34631343711341,82.4770156207619,546,0,"No","Q5TEZ5",102.69036574772,329,0,"No"
"Q03113",0.37,2.23619336497159,63.3496895978635,381,2,"No","Q9NSA3",98.1883398888889,81,0,"No"
"P20591",0.37,2.65867405113111,61.0460149103807,662,3,"No","Q9UHY8",103.321755467224,353,1,"No"
"P56705",0.37,2.45052475389578,59.41288855951,351,8,"No","Q7Z4Y8",98.73630919,100,3,"No"
"Q7Z7G8",0.37,3.28081447192206,72.9755986471286,1400,16,"No","Q5JU67",108.420910757692,520,5,"No"
"Q9BT04",0.37,2.97609995479832,51.2868034700479,418,5,"No","Q8NEX6",98.7804211034483,87,1,"No"
"Q9BZP6",0.37,3.28123765506293,47.7686035996807,476,14,"No","O75964",99.0321637572816,103,0,"No"
"Q9C0G6",0.37,4.19479748703151,50.84738335093,1400,13,"No","Q14532",105.186779192857,448,8,"No"
"Q5TEJ8",0.369,2.0336297327771,73.0582600250575,643,6,"No","O76011",105.851517694954,436,7,"No"
"A6NK58",0.369,2.9481783190278,49.9125538141385,231,8,"No","Q15847",98.6131287105263,76,0,"No"
"P17516",0.369,3.36817473335358,44.3188600778947,323,12,"No","Q9Y5J6",99.3027214417476,103,0,"No"
"Q9NZD8",0.369,3.17547550147245,46.9812073081364,308,1,"No","O14737",99.7202648928,125,1,"No"
"Q9Y5X9",0.369,2.46155736936126,62.921708422832,500,14,"No","Q8TAL6",100.788362350711,211,1,"No"
"Q2TB18",0.369,3.06623815856038,54.5712692330427,679,6,"No","P82914",102.125646030739,257,3,"No"
"P12644",0.368,2.01131769170065,69.4352897708823,408,12,"No","Q9UBY9",100.636397365294,170,3,"No"
"P19525",0.368,2.02395491872374,73.033300890853,551,16,"No","Q9H009",101.539232181581,215,3,"No"
"P21980",0.368,3.66084243247498,43.7821032467453,687,4,"No","Q9ULX9",100.190609339146,164,1,"No"
"Q9ULZ2",0.368,1.49665877345487,76.4844755230237,295,5,"No","Q96FH0",99.9627888739496,119,0,"No"
"Q06033",0.367,3.54598931322426,50.1715673466292,890,8,"No","O76013",106.413195475375,467,8,"No"
"Q96IY4",0.367,3.37594034897891,45.1344981835981,423,5,"No","Q8WVK7",100.004246917355,121,0,"No"
"O60882",0.367,2.64644498134611,59.7827563263354,483,12,"No","Q9BTA0",100.852597432515,163,1,"No"
"P46952",0.367,3.12540434101818,48.6768601490769,286,10,"No","Q9NYJ1",99.8766052103448,87,0,"No"
"Q9GZN7",0.367,2.5202926497645,58.6565204401742,287,4,"No","A6NGS2",100.358075695385,130,1,"No"
"P62068",0.367,2.55723913055663,59.1876402203333,366,0,"No","Q9BRJ6",101.452329919278,194,0,"No"
"P10599",0.366,1.49788762405051,55.9027482994286,105,1,"Yes","P63220",81.0783758056626,83,0,"Yes"
"P23946",0.366,2.73613436601414,55.3515704938462,247,3,"No","Q9H1F0",100.686434280759,79,1,"No"
"Q96N96",0.366,1.65540998155503,80.4455214669509,652,10,"No","Q6KB66",106.120131371681,452,3,"No"
"P16452",0.365,3.44179678647604,48.4714681503531,691,7,"No","Q9HD33",102.44535815412,250,3,"No"
"P17050",0.365,3.43108644094265,44.7866948589051,411,4,"No","Q5TGI4",101.382044979364,173,1,"No"
"Q00536",0.365,1.74244022553578,75.7100514046371,496,2,"No","Q5T0U0",103.082300142857,273,2,"No"
"Q99542",0.365,2.49153283890735,62.8979769333189,508,11,"No","Q96IU2",102.326604714615,234,3,"No"
"Q9NXP7",0.365,1.50138195659031,80.6656781247625,522,4,"No","Q9H4K1",105.007685437173,382,2,"No"
"Q9UQM7",0.365,3.04167349956669,54.7102711976151,478,20,"No","Q8TAE8",102.769097930631,222,3,"No"
"Q6IMI6",0.365,3.25788546592756,47.0264410436908,304,6,"No","Q8N257",101.017625409524,126,0,"No"
"Q05BV3",0.364,5.60769916478375,43.9852823681249,1969,5,"No","Q9BR77",107.429723368852,488,4,"No"
"P18440",0.364,3.35155735792934,45.4000771473448,290,5,"No","Q5QNW6",101.14346664619,126,0,"No"
"Q8WZA2",0.363,3.62492280132811,51.8051899319308,1011,5,"No","Q7Z3Y9",107.166929820513,468,6,"No"
"Q9H1Y0",0.363,2.84943972620391,54.0426638301455,275,4,"No","Q99525",101.209750831633,98,1,"No"
"P23560",0.363,0.58578723498886,92.6944255157895,247,3,"No","Q86SE8",102.311206875308,214,1,"No"
"P08519",0.362,3.34382620709682,72.9051648925414,1400,13,"No","Q6A163",108.963746545825,491,6,"No"
"P43304",0.362,3.37268124790356,51.2592085795736,727,5,"No","Q9H160",103.821525875071,280,0,"No"
"Q96I59",0.362,2.92362250281646,56.8933226995304,477,17,"No","O60814",101.411731200159,126,0,"No"
"Q9UJW2",0.362,2.44031646243526,64.4424973487017,476,8,"No","Q99879",101.557873542381,126,0,"No"
"O14965",0.361,0.86687726203829,76.9703580084615,403,7,"Yes","Q8WV07",82.8744851251095,137,1,"Yes"
"Q8NBT0",0.361,2.60017998468629,61.0903352035627,407,12,"No","P33778",101.796844208095,126,0,"No"
"Q9NXB0",0.361,1.71938100239098,78.6618905753309,559,12,"No","O76014",107.038428358575,449,9,"No"
"Q15019",0.36,1.87307273631946,72.357124120554,361,0,"No","O43805",101.739913109244,119,0,"No"
"O00116",0.36,3.2241361868622,52.955431694614,658,5,"No","Q8TBF8",105.413566877717,368,2,"No"
"P22612",0.36,3.05797385930628,51.4167150994017,351,2,"No","C9JCN9",101.187968945946,74,1,"No"
"P09661",0.36,0.930695905087314,68.1756833209255,255,0,"Yes","P49458",81.6580511306977,86,0,"Yes"
"Q7Z406",0.359,4.97616196400845,79.4694019706045,1995,49,"No","P40222",112.352600503663,546,2,"No"
"P51157",0.359,2.04779798467728,67.687333451819,221,2,"No","P50151",101.377578573529,68,1,"No"
"Q8NBS9",0.359,2.00618417091999,71.0973600742407,432,3,"No","Q9BRP8",103.020790691667,204,0,"No"
"P17706",0.358,2.19963051870417,67.6003219173928,415,3,"No","P24539",103.779795199219,256,0,"No"
"Q13526",0.358,2.37320546144007,62.0880699134969,163,0,"No","Q96A08",101.991216873386,127,0,"No"
"O15397",0.357,3.56749246183944,53.4938871197165,1037,6,"No","Q92764",106.887471714286,455,6,"No"
"Q13555",0.357,2.54495070230278,63.7568891082007,558,0,"No","Q9H0I3",105.720048735013,377,1,"No"
"Q15645",0.356,2.93464954040945,55.678865207838,432,9,"No","Q9NXH3",102.879887282414,145,2,"No"
"Q8IUD6",0.356,1.71474169408196,77.9336352308333,432,12,"No","Q9NVX0",103.96054407234,235,1,"No"
"Q8TC57",0.356,1.67628921741871,78.8247697196792,530,2,"No","Q8NEJ9",105.106011433905,315,0,"No"
"Q9UBT2",0.356,1.88478692045899,63.5394059261906,640,5,"Yes","Q9NUG6",84.0307817067669,133,0,"Yes"
"Q8NBH2",0.355,2.3959899448151,68.3416327230499,661,5,"No","Q8N998",106.203369449198,374,1,"No"
"P35398",0.355,1.59883080983347,81.6806844170287,523,10,"No","Q9C075",107.989772753555,422,6,"No"
"Q13093",0.355,3.03096295459491,54.3592253468163,441,11,"No","Q9BRV8",103.46159536715,207,0,"No"
"O43301",0.354,3.34067623316194,51.8877933447644,675,2,"No","P09497",104.002174934498,229,0,"No"
"P00738",0.354,2.62282735558786,60.9952483766059,406,7,"No","Q2NKX9",103.330109509217,166,0,"No"
"P26358",0.354,4.34586182645213,68.186134377375,1616,48,"Yes","Q9NPF5",101.311240010621,467,0,"Yes"
"Q00653",0.354,2.41620593493418,74.8659406211067,900,9,"No","Q9NSB4",110.917027233918,513,3,"No"
"Q8NCW5",0.354,2.2831658320969,65.5665523332292,288,7,"No","Q99417",102.611066970874,103,0,"No"
"Q9Y463",0.353,1.60853992581525,83.929514272814,629,13,"No","Q9NNX1",107.78752914359,390,5,"No"
"Q9NS71",0.353,1.88719518226473,71.5238624082714,199,2,"No","Q8WWY7",102.975243464865,111,0,"No"
"O95631",0.353,2.58194671554837,64.4621986902152,604,5,"No","P0C7W6",104.619178624031,258,1,"No"
"Q8WTW4",0.353,2.60635114635877,61.2604635482105,380,7,"No","Q9NX63",104.201341245022,227,0,"No"
"Q92989",0.353,2.01639284944722,52.2357051532941,425,3,"Yes","P62310",82.4724444396078,102,0,"Yes"
"P15428",0.352,3.19649445064987,50.2610502769023,266,9,"No","Q30KQ6",102.809135930435,69,0,"No"
"Q86TI2",0.352,4.01014130975778,44.1967412512514,863,11,"No","P09496",104.561954600806,248,0,"No"
"Q9H1X1",0.352,2.90985989803136,55.311412002029,276,8,"No","Q8WW33",103.723690641317,167,1,"No"
"P13535",0.351,4.58343925437659,75.3743086466639,1937,23,"No","Q8IYJ2",112.437624711434,551,0,"No"
"Q15131",0.351,2.69430679557307,59.7045709364722,360,8,"No","Q96NB1",103.959362821839,174,2,"No"
"Q9NP72",0.351,2.42786970217444,62.6727675302233,206,3,"No","Q8WUW1",102.998401693333,75,0,"No"
"Q9UMW8",0.351,2.4591437148141,63.8561584716398,372,6,"No","Q8IXL9",104.03342154878,164,4,"No"
"P01588",0.351,2.0028401056139,70.0125122284456,193,4,"No","Q9C005",103.289029033495,99,0,"No"
"P48553",0.351,3.57707573545825,63.2129728863685,1259,11,"No","Q01850",109.427935365639,454,2,"No"
"Q9NZM3",0.351,3.825826096469,82.5117440653659,1697,20,"No","Q9NUQ3",113.474629992424,528,4,"No"
"P31025",0.35,2.38041189920548,63.6281758303409,176,4,"No","P57077",103.542442288732,142,0,"No"
"Q5VYX0",0.35,3.42523429029245,47.0337197418596,342,5,"No","Q86TS9",103.699322487805,123,2,"No"
"P82932",0.35,1.37516546711114,80.8408121152,125,2,"No","P63218",103.777408397059,68,0,"No"
"O60890",0.349,2.08720703256778,81.5112196032244,802,26,"No","Q9H095",110.412219920767,443,12,"No"
"Q12794",0.349,3.39423133218696,48.6172448841977,435,9,"No","Q9UKA8",104.590602895021,241,0,"No"
"Q86UW7",0.349,3.69957938527397,63.2556842180494,1296,11,"No","Q7Z6B0",110.537259036281,441,6,"No"
"Q9NSU2",0.349,2.16407067249635,68.8088326830892,314,10,"No","Q2NL98",104.292285254438,169,4,"No"
"O75469",0.348,2.18511246108773,69.3576351062212,434,3,"No","Q9BWC9",105.335506312143,280,0,"No"
"O94921",0.348,1.90853156564856,74.873043362209,469,0,"No","Q9HCC6",104.785986221719,221,0,"No"
"P45877",0.348,2.64577473519434,59.7459054013019,212,3,"No","O95295",104.102036852941,136,1,"No"
"Q7Z7A4",0.348,2.55818780557568,65.1478225590761,578,3,"No","Q6IEG0",106.670380593215,339,1,"No"
"Q8IV36",0.348,3.44813543311874,53.2595553754188,788,5,"No","Q9H9H4",106.081735117193,285,0,"No"
"Q9BUD6",0.348,0.29705140576638,67.4080399558489,331,6,"NT","Q13046",64.7267080160525,419,7,"NT"
"Q9NRD5",0.348,2.15693609085333,69.9098790844819,415,0,"No","Q7Z7G2",104.158549358938,160,0,"No"
"Q9H1A4",0.347,5.06129097473846,59.8225269261893,1944,7,"Yes","Q9NZM5",109.529284175523,478,5,"Yes"
"Q7Z4S6",0.347,4.14036015355813,81.4691008781028,1674,36,"No","Q9H7C4",115.823000726141,482,6,"No"
"P02549",0.346,6.66109053546019,67.1042977882993,2419,60,"No","Q8IYX8",114.416956461957,460,4,"No"
"P23919",0.346,2.03123247270973,49.5388348743208,212,5,"Yes","P41567",83.1912539562832,113,0,"Yes"
"O15072",0.344,3.09588373919881,74.5512995622589,1205,16,"No","Q9H2G9",108.6218691715,400,2,"No"
"Q99988",0.344,1.3861338269775,82.7476297990779,308,7,"No","O43257",104.275647231169,154,0,"No"
"Q13490",0.344,2.57604954661631,66.4696671034013,618,3,"No","Q9NVK5",106.228353920949,253,1,"No"
"O43709",0.344,0.792885242127219,72.741112733452,281,0,"Yes","P36954",83.87224088512,125,0,"Yes"
"P35270",0.344,3.29248523742277,49.5931811398467,261,8,"No","P02652",104.1467395,100,0,"No"
"Q6TFL4",0.344,3.1929707598922,55.27422885677,600,10,"No","P82979",105.302568998762,210,1,"No"
"P48735",0.343,3.03345580381835,55.9199957188407,452,9,"No","Q86W54",105.156427873171,205,0,"No"
"O60258",0.342,1.41810076061162,81.1864611891944,216,3,"No","Q5JTB6",104.271554587629,97,0,"No"
"P02747",0.342,1.09451603422957,87.1464624433469,245,4,"No","A8MTL0",104.731380202703,148,0,"No"
"O15553",0.341,1.76381292153363,90.4038299799898,781,18,"No","Q96LP2",112.635463376106,452,2,"No"
"Q9H3S4",0.341,3.43045294916425,47.6620342799259,243,10,"No","O95670",104.593312033898,118,0,"No"
"P20809",0.341,2.29189619356371,66.4031416714372,199,3,"No","Q9UFG5",104.717380788136,118,0,"No"
"Q9ULD0",0.341,4.03536071752364,48.8481605848733,1010,14,"No","Q8IZP6",107.811305440994,322,2,"No"
"Q9Y2Z4",0.341,2.14060432153857,55.307178771304,477,16,"Yes","P52657",84.4692062642202,109,0,"Yes"
"O00469",0.34,3.69957767736037,49.128344951753,737,12,"No","Q9BZE7",105.631692412765,217,0,"No"
"P31150",0.34,3.62508269108537,45.6993043342416,447,6,"No","Q15506",104.967224320795,151,1,"No"
"P78318",0.34,0.466701143363076,85.0005572932625,339,3,"Yes","P82912",88.7866743674742,194,2,"Yes"
"Q8TC44",0.339,2.45664572030739,67.4308904017908,478,12,"No","Q15834",105.610012465347,202,0,"No"
"P14324",0.339,1.43935756024177,65.8748806604678,419,6,"Yes","P62910",85.5411584380741,135,0,"Yes"
"P61586",0.339,2.71897709027234,59.241488797886,193,4,"No","Q9HBI5",104.840733242187,128,1,"No"
"Q13976",0.338,3.30030578067749,54.7341034239583,671,5,"No","Q96F24",107.190095459986,287,2,"No"
"P37058",0.338,3.31212281319131,52.7933326551935,310,26,"No","P19957",105.448624979487,117,5,"No"
"Q9Y243",0.338,2.91446847766365,59.9180151657119,479,15,"No","Q9NZ72",105.508233066667,180,0,"No"
"P35558",0.337,4.06885229914231,41.0071688517717,622,12,"No","Q4G0S7",106.722986511811,254,1,"No"
"Q99748",0.337,0.262583848601922,101.830344752284,197,2,"No","Q9Y3C0",106.182117745361,194,1,"No"
"Q9H270",0.337,3.02384818872785,66.2127174443656,941,0,"No","Q6ZMV7",109.907430695876,388,0,"No"
"O94903",0.337,2.90541672016336,56.9878664624364,275,8,"No","P68431",105.152953016029,136,1,"No"
"P12883",0.337,17.1348207465413,78.4193364756382,1935,375,"No","Q9H607",109.262634810076,264,10,"No"
"P50053",0.337,3.46816273618322,47.8408337344832,298,6,"No","Q9NRY2",105.307145365385,104,0,"No"
"P23381",0.336,2.28121168284783,52.099546841656,471,9,"Yes","Q08AG7",85.1292415487805,82,0,"Yes"
"O14727",0.335,4.52292147855579,46.1866272859391,1248,11,"No","Q86X02",112.22161571828,465,0,"No"
"Q9UKB1",0.335,2.61004846439259,65.5649531665129,542,7,"No","Q9NP64",106.884246763485,241,1,"No"
"P17735",0.335,3.14351738988349,55.4432302243744,454,12,"No","Q93045",105.924093223464,179,0,"No"
"Q8TC94",0.335,3.04406307157402,56.5019089711538,416,9,"No","Q6NXT2",105.616420386222,135,1,"No"
"Q9NUQ7",0.335,3.24235427291318,53.9384451007377,469,11,"No","O15525",106.003144030864,162,1,"No"
"Q8WXG1",0.334,2.685460967914,61.7589512781163,361,3,"No","O60675",105.848387169872,156,0,"No"
"Q9Y6D5",0.334,4.89788457702489,62.5574835144067,1785,3,"No","P0CW27",115.116141302961,439,4,"No"
"P35218",0.334,2.62443318212714,62.9547574516066,305,9,"No","Q5VU69",105.521660643564,101,0,"No"
"P51606",0.334,3.59755214302033,46.9918124744403,427,4,"No","A6NF36",106.063008803922,153,0,"No"
"Q14240",0.334,3.39940641580222,50.7684350642948,407,9,"No","Q96CT7",106.905636293274,223,0,"No"
"Q9Y337",0.334,2.39395007036701,66.6196422039932,293,4,"No","Q9BUW7",105.554179048193,83,0,"No"
"Q12765",0.333,3.83200950541197,43.4319554782029,414,6,"No","Q6ZUS5",107.441713751799,278,0,"No"
"Q8NFP4",0.333,3.34845283179615,61.3376643411895,955,4,"No","Q96H12",107.570819780873,275,0,"No"
"Q92565",0.333,2.70666151758444,64.7497706255862,580,3,"No","Q15527",107.653649816563,256,4,"No"
"Q9P2K8",0.333,4.46127401155535,71.728758091607,1649,32,"No","Q96L03",110.841018546039,361,5,"No"
"Q14032",0.332,3.77661104366817,45.1001704637129,418,13,"No","A1L190",106.159343295455,88,2,"No"
"Q8IZ69",0.332,3.0340870358,59.9680192146336,625,4,"No","Q5TFG8",107.262373858108,222,0,"No"
"P30044",0.331,2.34181951727197,67.0881280570093,214,3,"No","P0DMW2",105.617932155556,45,0,"No"
"Q99575",0.331,2.57141979282189,74.8342187329785,1024,20,"Yes","Q86UA6",90.5176144494977,219,2,"Yes"
"P48147",0.331,4.19877021350177,40.7398651165577,710,3,"No","Q96MC5",107.210057277549,204,0,"No"
"O00408",0.331,3.40919434464987,60.2122871811647,941,7,"No","Q6ZQR2",109.492634957937,320,4,"No"
"P35579",0.331,7.15799520400029,79.015367166598,1960,120,"No","A6NI79",109.633284567568,296,6,"No"
"Q96Q05",0.331,3.82838132826704,59.1448015522666,1148,8,"No","Q7L2Z9",108.27370786194,268,3,"No"
"Q07955",0.33,0.204194022075668,88.9264408805645,248,4,"Yes","P84098",90.8001216223469,196,2,"Yes"
"Q9Y6Z7",0.33,0.948762227992939,92.1976605820578,277,4,"No","Q6XYB7",107.557444416515,198,1,"No"
"O15228",0.329,3.76567719284374,48.7207841847735,680,8,"No","Q8TC29",108.736731460938,256,3,"No"
"P45954",0.329,3.17341764643274,55.7473750714306,432,9,"No","Q5VTH2",107.429386237288,177,1,"No"
"Q13126",0.328,3.4796187161596,48.6365127518445,283,5,"No","Q3B7I2",106.37527048913,92,0,"No"
"P55268",0.328,4.89637111403334,71.6895503383515,1798,34,"No","Q8N6V9",113.231504225064,391,0,"No"
"P06576",0.327,2.27718340713097,54.324257881656,529,3,"Yes","Q9NYG5",86.3516949276191,84,1,"Yes"
"Q01064",0.327,2.59085705384632,67.291897974041,536,0,"No","Q9H169",107.705032867725,189,0,"No"
"Q01081",0.327,0.278936934275618,85.3378514846083,240,1,"Yes","Q9H081",89.6668512063415,205,0,"Yes"
"P10588",0.326,2.24544606234125,71.4134386412624,404,2,"No","Q6P5X5",107.092514233521,142,0,"No"
"P18031",0.326,2.18856112990187,73.0804035237701,435,3,"No","Q13542",106.748074008333,120,1,"No"
"Q8TE56",0.326,3.2026821082433,72.0501416634904,1095,14,"No","Q9H0I2",111.731671037572,346,2,"No"
"Q13489",0.326,2.67596184389519,66.9200325569503,604,3,"No","Q8N1A0",109.470077372881,295,0,"No"
"A8K7I4",0.326,4.12954605780121,47.2674521640985,914,12,"No","Q96EU6",109.146421478764,259,3,"No"
"Q99640",0.326,1.05036269715156,81.6647454188978,499,2,"Yes","P62979",88.6218397273718,156,0,"Yes"
"P46597",0.325,3.41259236262539,50.4657457361913,345,2,"No","O75896",106.796875645455,110,0,"No"
"Q9BUQ8",0.325,1.7849424076239,85.5565762946415,820,6,"Yes","Q9HAV7",94.4453524526267,217,1,"Yes"
"Q12904",0.324,1.51098521341693,83.74390672925,312,7,"No","Q9H1H1",107.539689512838,148,1,"No"
"Q63HN8",0.324,4.83331159326989,47.89342269329,1400,0,"No","Q01664",111.959416144083,338,2,"No"
"Q15555",0.324,1.21647622465906,88.9999688697859,327,6,"No","Q969X0",108.362740175355,211,1,"No"
"Q6ZMT9",0.324,2.31621273732388,81.5992303637465,781,19,"No","P0C7I6",110.791245622896,297,3,"No"
"Q8NDG6",0.324,4.58728541484119,54.8464872134486,1382,12,"No","A8MT33",110.051417268595,242,6,"No"
"Q9UNA0",0.323,3.10745319933185,69.055230749286,930,8,"No","Q9BTP6",108.682862092202,218,0,"No"
"O14744",0.322,2.82392243449836,48.2241746254317,637,2,"Yes","Q9BWJ5",87.9826598488372,86,0,"Yes"
"O95390",0.322,1.92533942981144,77.4794260908501,407,2,"No","Q02575",107.153547759398,133,0,"No"
"P16444",0.322,3.5560592377905,48.8035356867105,411,2,"No","A8MYZ5",106.900957018692,107,1,"No"
"P48444",0.322,1.53312049020244,71.3126719987123,511,4,"Yes","Q01658",91.4834734125,176,0,"Yes"
"Q99459",0.321,1.20510823697005,101.29630872414,802,4,"Yes","Q6PII3",112.857216149893,467,11,"Yes"
"Q9H2R5",0.321,2.9839606198183,57.0058976301953,256,1,"No","O14610",106.442904797101,69,1,"No"
"Q13576",0.32,4.59276933659732,63.4258024782654,1575,13,"No","Q8IWF9",117.283657016949,413,2,"No"
"P02792",0.32,2.88271408430315,58.4726052371429,175,3,"No","Q96EH5",106.579281156863,51,0,"No"
"Q504Y2",0.32,2.83064533782932,62.8389965529412,493,4,"No","O75956",107.116692047619,126,0,"No"
"Q9H649",0.32,3.4007727295936,51.0485823828529,340,6,"No","Q96I23",107.096484884614,114,0,"No"
"Q96EB1",0.318,2.40155719704457,70.5481543450189,424,12,"No","Q4U2R6",107.377356378906,128,0,"No"
